book,unit,source_file,global_chapter,local_chapter,title,type,tags,summary,core,normalized_percent,action,conflict,climax,reward,breakthrough,cultivation,emotion,reveal,tension,pleasure
飞剑问道,红尘剑仙,09_第九篇_红尘剑仙_大纲.md,357,16,大滁世界,设定展开、环境铺陈,设定,张祖师详述帝君神甲为中品灵宝（抵三件下品灵宝），护心镜为核心可感应其他部件。大滁世界早期开天辟地后被魔神渗透占领改变环境，人族几乎死极少残存者投靠魔神，如今妖族魔神占七成疆域、人族魔神占三成疆域，听命于唯一魔神帝君。法宝手套在梅花君主麾下两位大将手中（一魔神二重巅峰、一魔神三重）。秦云决定前往大滁世界夺宝。,大滁世界设定展开（魔神统治的世界格局），秦云决意前往夺帝君神甲剩余部件。,48.30393487109905,0,0,0,0,0,0,0,0,0.0,0.0
飞剑问道,红尘剑仙,09_第九篇_红尘剑仙_大纲.md,358,17,定计,情节推进、人物心理,情感,"张祖师分析秦云有五成把握成功但失败须速逃。秦云以大昌世界难以再寻宝藏、十五年仅一次大收获为由坚持前往，并以残缺大巫尸体加三件超品法宝（遁行符、九天云衣、炼魂锁）与张祖师换取下品灵宝""裂空戟""。张祖师与人皇、白家老祖、摩诃菩萨商定计划：摩诃教遮掩天机、白家老祖教改变气息、人皇教伪装魔神身份、张祖师负责其余并送秦云过去。",秦云以大巫尸体换裂空戟，四位前辈分工指点秦云前往大滁世界的各项准备。,48.43962008141113,0,0,0,1,0,0,1,1,1.9,0.5
飞剑问道,红尘剑仙,09_第九篇_红尘剑仙_大纲.md,359,18,降临大滁世界,环境铺陈、转折高潮,设定、高潮,张祖师以大巫尸体配合十二都天神煞大阵炼化。秦云经十九天学习诸般法门，将乾坤环、摇心铃、裂空戟等灵宝交张祖师保管（若一去不回请张祖师庇护秦家并救妻女）。张祖师以紫色雷霆撕开虚空通道送秦云前往大滁世界，秦云钻入虚空缝隙。秦云降临大滁世界黑云翻滚的群山中，施展遮掩天机与改变气息法门令天地元气排斥消失，驾黑风飞行。,秦云将灵宝托付张祖师，经虚空通道降临大滁世界并成功伪装气息。,48.575305291723204,0,0,1,0,0,0,0,0,2.4,1.3
飞剑问道,红尘剑仙,09_第九篇_红尘剑仙_大纲.md,360,19,跳板,环境铺陈、矛盾展现,冲突、设定,"秦云驾黑风飞行发现消瘦男子率十二骑士屠戮祁廉部上千族人收集生魂练""十万血魔大法""，秦云以黑风灭杀十二手下后迷魂审问消瘦男子周围千里情报，随后将其粉碎回归天地，以绿色火焰焚化部族尸体。秦云来到铁摩城，决定杀铁摩屠城主（先天二重巅峰）作为跳板获得万象殿资格。",秦云目睹大滁世界弱肉强食的残酷，决定杀铁摩屠城主作为融入大滁世界的跳板。,48.71099050203528,0,1,0,1,0,0,0,1,3.1,0.5
飞剑问道,红尘剑仙,09_第九篇_红尘剑仙_大纲.md,361,20,魅青姑娘,人物引入、矛盾展现,人物、冲突,秦云行走在铁摩城感应遍地魔头。城主铁摩屠在殿中搂着美人观看舞姬跳舞，看中天生魔魅之体的魅青姑娘。秦云在城主府前大声挑衅铁摩屠，灰袍老者率数百军士布阵围攻，秦云拔刀一缕刀光斩杀灰袍老者破阵。秦云走到大殿前与铁摩屠对峙，铁摩屠调动城主府阵法倾尽全力。,秦云公开挑衅铁摩屠城主，一招破阵杀执事，铁摩屠调动阵法迎战。,48.846675712347356,1,1,0,0,0,0,0,0,2.9000000000000004,0.8
飞剑问道,红尘剑仙,09_第九篇_红尘剑仙_大纲.md,362,21,瞧他不顺眼,战斗描写、爽点设置,战斗、爽点,"铁摩屠命七位执事布七杀阵试探，秦云不让其出手直接杀向铁摩屠，抓住铁摩屠长棍以蛮力将其砸入殿壁，又以长棍投掷刺穿铁摩屠胸膛将其杀死。众魔头齐拜秦云为新城主，秦云改名""风狼云""、城池改名""风狼城""。秦云因瞧白衣男子白阐不顺眼将其粉碎灭杀，令众魔头忌惮其喜怒无常。秦云以蓝袍老者于执事安排事务，魅青姑娘朝秦云方向走去。","秦云两三招杀铁摩屠成为新城主""风狼云""，因瞧不顺眼灭杀白阐立威。",48.98236092265943,1,0,0,1,0,0,0,0,2.0,3.0
飞剑问道,红尘剑仙,09_第九篇_红尘剑仙_大纲.md,363,22,万象殿的再度邀请,设定展开、人物心理,情感、设定,秦云选两名侍女拒绝众美人，魅青姑娘施展幻魅大法试图魅惑秦云无效被斥退。魅青回魔魅门向师父紫袍美妇人禀报新城主实力极强却对自己无兴趣，师徒担忧魔魅门无靠山命运。次日万象殿以魔晶邀请秦云，魔神使者介绍万象殿势力遍布天下、信奉公平交易（报仇、宝物、美人、成为君主弟子等均可交易）。,魅青姑娘魅惑秦云无效，万象殿主动邀请秦云成为客人。,49.11804613297151,0,0,0,1,0,0,1,0,1.5,0.5
飞剑问道,红尘剑仙,09_第九篇_红尘剑仙_大纲.md,364,23,离去,情节推进、悬念设置,伏笔,秦云询问成为梅花君主弟子需一件超品法宝后放弃，购买天下强者情报。蓝袍老者呈上风狼城三百里情报，秦云得知魔魅门六年逃亡至此靠铁摩屠庇护的处境。秦云令魅青为贴身侍女，当晚设宴各方后宣布闭关，暗中离开风狼城直奔万里外的春山城，目标杀贪桐魔神夺第一件法宝手套。,秦云购买情报、收魅青为侍女作掩护，暗中离城前往春山城猎杀贪桐魔神。,49.25373134328358,0,0,0,0,0,0,0,0,0.0,0.0
飞剑问道,红尘剑仙,09_第九篇_红尘剑仙_大纲.md,365,24,贪桐家族,环境铺陈、矛盾展现,冲突、设定,秦云化为白发白衣佩剑气息，以雷霆之眼探查春山城（千万人口大城，三大魔神家族统治），确认贪桐魔神不在城内（在梅花山修行），城中仅一位魔神二重天。秦云在街道目睹贪桐岐当街掳走一兽皮衣女子，其夫被白发老者（女子公公）亲手杀死以保全宗派。秦云以护心镜感应全城确认法宝手套不在春山城，决定灭杀贪桐家族全部高层引贪桐魔神回来追查。,秦云目睹贪桐家族恶行与弱者悲惨，决定灭贪桐家族高层引出贪桐魔神。,49.38941655359565,0,1,0,0,0,0,0,0,1.8,0.0
飞剑问道,红尘剑仙,09_第九篇_红尘剑仙_大纲.md,366,25,一念灭绝,战斗描写、转折高潮,战斗、高潮,秦云在酒楼等待，夜间以道之领域笼罩贪桐家族府邸瞬间破坏阵法，一个念头令贪桐家族所有高层（含贪桐岐）在同一刹那身体粉碎化作虚无回归天地。秦云随即激发深紫色木牌虚空挪移至三千里外群山，此为张祖师亲手炼制可挪移十次的宝物（第一次使用）。秦云期待贪桐魔神回来追查。,秦云一念之间灭杀贪桐家族全部高层，以虚空挪移迅速撤离隐匿身份。,49.525101763907735,1,0,1,1,0,0,0,1,4.800000000000001,2.6
飞剑问道,红尘剑仙,09_第九篇_红尘剑仙_大纲.md,367,26,斩杀魔神,战斗描写、转折高潮,战斗、高潮,"春山城沸腾，羽蛊魔神查探后传讯贪桐魔神。贪桐魔神从梅花山赶回春山城愤怒追查。秦云驾黑风飞回，以雷霆之眼监视。秦云释放道之领域瞬间碾压击溃贪桐魔神与羽蛊魔神的道之领域，两口飞剑分别追杀。贪桐魔神被如梦剑第三式""明月夜凉""冻结速度大降，飞剑贯穿头颅而死。羽蛊魔神被完全冻成冰雕后一剑斩杀（顺手灭杀）。",秦云以道之领域碾压配合飞剑斩杀贪桐魔神与羽蛊魔神，夺得第一件法宝手套。,49.66078697421981,1,1,1,0,0,0,0,0,5.300000000000001,2.1
飞剑问道,红尘剑仙,09_第九篇_红尘剑仙_大纲.md,368,27,最后一件法宝手套,装备获取、悬念设置,伏笔、奖励,秦云以两界图收走两具魔神冰雕尸体，取下贪桐魔神左手法宝手套，以虚空挪移撤离。秦云查探两魔神宝物发现极穷（魔神不擅炼器）。秦云化为风狼云身份飞往曲重城，以雷霆之眼发现曲重魔神（三重天）在城中修行，但护心镜在曲重城全程无感应，判断法宝手套已不在曲重魔神手中。,秦云夺得第一件法宝手套，发现最后一件不在曲重魔神手中，情报有误。,49.796472184531886,0,0,0,1,0,0,0,1,1.3,0.5
飞剑问道,红尘剑仙,09_第九篇_红尘剑仙_大纲.md,369,28,无力,人物心理、悬念设置,伏笔、情感,秦云推测法宝手套已被曲重魔神暗中交易给千眼君主麾下的冀兀魔神（三重天巅峰）。秦云沿千眼君主麾下二十六位魔神路线一一以护心镜感应排除，终于在第六位冀兀魔神洞府感应到法宝手套。秦云隔千余里以雷霆之眼窥伺，发现冀兀魔神正炼丹、曲重魔神来助其以九曲神火炼丹三年。秦云面对三重天巅峰冀兀魔神在其老巢内感到无力，借酒消愁流泪，思念妻女。,秦云找到最后法宝手套在冀兀魔神手中，但对方实力太强且在老巢内，秦云一时无计可施。,49.93215739484396,0,0,0,0,0,0,1,1,1.0,0.0
飞剑问道,红尘剑仙,09_第九篇_红尘剑仙_大纲.md,370,29,一年时间,悟道、人物心理,修炼、情感、爽点,"秦云在大山木屋中坚持每日练剑练字。第十二天练字写下""渺万里层云，千山暮雪，只影向谁去""时福至心灵，创出如梦剑第五式""一人独行""——融入孤寂、不甘、怒意、悲愤等情绪，触摸天仙门槛，一剑可镇压天地。秦云决定将洞天剑葫百万剑气全部更换为第五式剑气（需一年），以洞天剑葫爆发威力再增近一倍，有七成把握短时间斩杀冀兀魔神。","秦云创出如梦剑第五式""一人独行""触摸天仙门槛，决定用一年灌满洞天剑葫拼一把。",50.067842605156045,1,0,0,0,0,1,1,0,1.7000000000000002,0.8
飞剑问道,红尘剑仙,09_第九篇_红尘剑仙_大纲.md,371,30,凑齐,转折高潮、战斗描写,战斗、高潮,一年后秦云灌满洞天剑葫百万第五式剑气，以虚空挪移突入冀兀魔神炼丹殿室，拔塞释放百万道剑气形成的毁灭风暴。冀兀魔神以双掌、黑色锁链法宝、三根血梭抵挡，肉身被不断消磨。冀兀魔神向千眼君主求救后弃肉身以元神遁逃，秦云操纵剑气风暴放弃追杀元神转而绞杀肉身手臂夺走金色手套。秦云以两界图收入法宝手套，帝君神甲七部件凑齐。,秦云以洞天剑葫百万剑气风暴重创冀兀魔神，趁其弃肉身遁逃时夺得最后法宝手套。,50.20352781546812,1,1,1,0,0,0,0,0,5.300000000000001,2.1
飞剑问道,红尘剑仙,09_第九篇_红尘剑仙_大纲.md,372,31,域外道家一脉,转折高潮、设定揭示,揭示、设定、高潮,千眼君主上禀帝君，大滁世界最高统治者湮水帝君（银发银袍女子，天魔中最强者）以木牌虚空挪移赶来。秦云以本命飞剑施如梦剑第三式追杀冀兀魔神元神，冀兀魔神惊觉秦云为道家元神仙人非天仙。曲重魔神趁冀兀魔神虚弱以九曲神火偷袭将其元神烧死夺宝。秦云收走炼丹炉后以虚空挪移撤离。湮水帝君赶到时秦云已逃，曲重魔神告知凶手为域外道家一脉元神境。湮水帝君判断秦云为转世天仙凡俗之身，下令追查。,冀兀魔神被曲重魔神趁火打劫杀死，秦云虚空挪移逃离，湮水帝君追查秦云身份。,50.3392130257802,1,1,1,0,0,0,0,1,5.700000000000001,2.1
飞剑问道,红尘剑仙,09_第九篇_红尘剑仙_大纲.md,373,32,路过一个世界,战斗描写、爽点设置,战斗、爽点,秦云撕裂虚空通道进入一个天地元气充满生机的世界（道家偏向），恰逢千羽派被火云教围攻灭派在即。秦云飞起被火云教主以火焰袭击，开启雷霆之眼发现火云教主罪孽近乎血光，一掌拍下灭杀火云教主及周围十九人。千羽派众人大喜赞叹秦云为入道高人，秦云化为流光离去继续感应家乡世界。,秦云途经中转世界顺手灭杀罪孽滔天的火云教主救千羽派，随即离去。,50.47489823609227,1,0,0,1,0,0,0,1,2.4,3.0
飞剑问道,红尘剑仙,09_第九篇_红尘剑仙_大纲.md,374,33,我终于找到你了！,转折高潮、悬念设置,伏笔、高潮,"秦云在沙漠中以飞剑撕裂虚空通道返回大昌世界神霄门，向张祖师、人皇汇报大滁世界经历，取回灵宝组装完整帝君神甲。秦云回广凌看家人后继续行走天下寻找宝藏。归来第三个月，秦云以雷霆之眼在数百里外城池中发现改头换面的贺谦——秦云从大山之体与因果线认出其身份，咬牙切齿""我终于找到你了""。",秦云回大昌世界组装完整帝君神甲，三个月后以雷霆之眼发现贺谦踪迹。,50.61058344640435,0,0,1,0,0,0,1,1,3.4,1.3
飞剑问道,红尘剑仙,09_第九篇_红尘剑仙_大纲.md,375,34,神仙神仙，我答应你,悬念设置、伏笔埋设,伏笔,"贺谦（大山之体、遮掩因果）在裕山郡城操控甘家老祖追杀废人荆非，又暗中帮荆非逃脱以玩弄之。秦云监视发现贺谦行为反常。荆非逃入破庙绝望中拿出木雕小人喊""神仙神仙，我答应你""以性命换取甘家灭门与踏平君山派。贺谦在屋顶看到露出笑容。秦云心中疑惑贺谦图谋。",贺谦操控甘家追杀荆非逼其绝望，荆非答应木雕小人以性命换复仇，秦云监视疑惑。,50.74626865671642,1,1,0,0,0,0,0,1,3.3000000000000003,0.8
飞剑问道,红尘剑仙,09_第九篇_红尘剑仙_大纲.md,376,35,大昌世界，我来了！,转折高潮、设定揭示,揭示、设定、高潮,"木雕小人口吐人言与荆非交易后拉开虚空缝隙，仙衣飘飘身影（魔神墨犬）令荆非念咒引魂魄入轮回，荆非肉身软倒。贺谦现身与墨犬对话，墨犬一缕黑光穿过遥远虚空降临大昌世界荆非肉身内，""荆非""苏醒喊""大昌世界，我来了""。秦云在高空以雷霆之眼看到域外魔神转生全过程，疑惑连续两位魔神转生是否巧合。秦云现身以飞剑冻结虚空、两界图困住贺谦与荆非，六个乾坤环飞出笼罩贺谦。",域外魔神墨犬转生降临大昌世界荆非肉身，秦云现身以两界图与乾坤环围困贺谦与荆非。,50.88195386702849,0,0,1,0,0,0,0,1,2.8,1.3
飞剑问道,红尘剑仙,09_第九篇_红尘剑仙_大纲.md,377,36,女儿,战斗描写、转折高潮,战斗、高潮,"贺谦与荆非分开逃，贺谦以黑色魔龙破阵后化紫光逃遁，秦云以如梦剑第五式""一人独行""镇压虚空令黑色魔龙消散，六个乾坤环封禁贺谦（化岩石人亦无法挣脱）。秦云以三个乾坤环追杀荆非（无法力无法宝）将其活捉。秦云以道之领域将周围居民挪移至安全处避免波及，联系巡天盟安置。秦云审问贺谦，贺谦称杀了秦云妻子，秦云谎称已请高人推演妻子还活着，以放生路诱贺谦配合，问女儿下落。",秦云以如梦剑第五式与乾坤环活捉贺谦与荆非，开始审问妻女下落。,51.01763907734057,1,1,1,0,0,0,1,0,5.9,2.1
飞剑问道,红尘剑仙,09_第九篇_红尘剑仙_大纲.md,378,37,审问贺谦,转折高潮、悬念设置,伏笔、高潮,"秦云以巫蛊等数十种手段审问三天无果，荆非始终称不知。秦云带二人至神霄门请张祖师、摩诃菩萨、人皇、白家老祖帮忙。张祖师审问一天无果，白家老祖审问一夜无果，摩诃菩萨以佛门经文控制贺谦心智半个时辰令其知无不言。秦云激动问女儿是否还活着，贺谦微笑答""你女儿还活——""话未说完眼中大恐惧，魂魄挣扎离开肉身轰然消散，魂飞魄散。",摩诃菩萨以佛门经文控制贺谦，贺谦刚说女儿还活着即魂飞魄散，审问线索断裂。,51.153324287652644,0,0,1,0,0,0,0,0,2.4,1.3
飞剑问道,红尘剑仙,09_第九篇_红尘剑仙_大纲.md,379,38,又是一年,设定揭示、伏笔埋设,伏笔、揭示、设定,"人皇推断贺谦被种下""心魔种子""，其背后魔神世界存在心魔一脉天魔及追随的更强大存在，大昌世界可能面临大灾劫（洪九朱八等九位仙人转世即因预感大灾劫）。秦云审问荆非同样魂飞魄散，但确认妻子女儿尚在人世（贺谦话未说完即死说明伊萧还活着且生下女儿）。秦云更加心焦急迫，继续行走天下寻找宝藏。转眼一年后秦云灌满洞天剑葫剑气，再赴上古天龙宫。",人皇等推断贺谦背后有心魔天魔与大灾劫，秦云确认妻女活着但下落不明，继续寻宝。,51.28900949796472,0,0,0,0,0,0,1,1,1.0,0.0
飞剑问道,红尘剑仙,09_第九篇_红尘剑仙_大纲.md,380,39,大世界,设定展开、转折高潮,设定、高潮,"秦云在上古天龙宫以本命飞剑施如梦剑第五式无法破开走廊入口阵法，以洞天剑葫百万剑气破开走廊入口二十六层阵法封禁，但中央大殿金色光罩更强，仅破开一层后残余剑气消散、阵法自动恢复。秦云判断需达天仙境才有希望。秦云前往神霄门决定去其他世界寻宝，张祖师请东海天龙前来，天龙推荐明耀大世界内的""古虞界""（明耀大世界顶尖宗派试炼弟子之地，有众多宝藏）。",秦云以洞天剑葫破开天龙宫走廊阵法但中央大殿更强，决定前往明耀大世界古虞界寻宝。,51.424694708276796,0,0,1,0,0,0,0,0,2.4,1.3
飞剑问道,红尘剑仙,09_第九篇_红尘剑仙_大纲.md,381,40,"出发,明耀大世界（本篇终）",转折高潮、悬念设置,伏笔、高潮,东海天龙详述大世界与小世界体系（大昌世界天仙飞升目的地为明耀大世界），古虞界为明耀大世界顶尖宗派试炼之地有众多宝藏。东海天龙请同族镰阳龙王帮忙，镰阳龙王以六颗紫木珠换一件下品灵宝的条件答应送秦云进入古虞界（景玉宫试炼名额）。秦云将灵宝交张祖师保管，东海天龙与张祖师联手撕裂虚空通道送秦云前往明耀大世界。秦云抵达镰阳龙宫行礼后持地图与令牌出发前往景玉宫，心中亦惦记儿子孟欢是否已飞升至此。,秦云经东海天龙与镰阳龙王安排抵达明耀大世界，持令牌出发前往景玉宫进入古虞界试炼，第九篇《红尘剑仙》完整落幕。,51.56037991858887,0,0,1,0,0,0,0,0,2.4,1.3
飞剑问道,天仙境,10_第十篇_天仙境_大纲.md,382,1,试炼弟子们,环境铺陈、设定展开,设定,秦云施展化虹之术抵达明耀大世界顶尖宗派景玉宫，等待前往古虞界试炼。景玉宫派银发白袍天仙带领二十八位试炼弟子（含秦云等五位外来者）出发，景玉宫弟子对外来者颇有微词；秦云与同为凡俗层次的牛妖结伴，双方约定进入古虞界后一起行动、各凭本事得宝。一行人驾云穿过六重云层抵达古虞界。,古虞界试炼背景展开，秦云以景玉宫名额进入试炼队伍。,51.69606512890095,0,0,0,0,0,0,0,0,0.0,0.0
飞剑问道,天仙境,10_第十篇_天仙境_大纲.md,383,2,古虞界内,设定展开、环境铺陈,设定,"银发天仙向试炼弟子分发""大挪移令""，讲解其用法：第一次催发挪移进入古虞界，第二次催发挪移出来，一念即可催发逃命，但出来即试炼结束；古虞界内最多待三年。众人看到悬浮的""云榜""——数十万年来在古虞界得宝排名前一百的试炼弟子名单，排第一的觉力罗汉、第二的东秀道人、第三的真如仙人等皆了不得。红玉师姐（击败过天魔的元神三重天）率众分散行动，秦云与牛妖一起开始探索。",大挪移令保命机制与云榜体系设定展开，古虞界试炼正式开始。,51.83175033921302,0,0,0,0,0,0,0,0,0.0,0.0
飞剑问道,天仙境,10_第十篇_天仙境_大纲.md,384,3,聪明选择,转折高潮、人物心理,情感、高潮,秦云以雷霆之眼发现三百余里外有宝气，与牛妖前往破阵取宝，获得两斤极品阴铁石（十块），牛妖仅得两块。牛妖嫉妒之下施展道之领域（十里）逼迫秦云交出宝物，秦云反展露道之领域三十里碾压牛妖，夺走牛妖的两块阴铁石及一对大斧。牛妖灰溜溜离去，秦云开始独自探索古虞界。,秦云展露道之领域三十里实力，与牛妖分道扬镳独自行动。,51.9674355495251,0,0,1,1,0,0,1,1,4.3,1.8
飞剑问道,天仙境,10_第十篇_天仙境_大纲.md,385,4,孟欢,人物引入、伏笔埋设,人物、伏笔,"秦云独自探索古虞界，立志凑齐三件下品灵宝以救妻子伊萧。与此同时，在古虞界另一处沙漠上空，孟欢（秦云一梦百年第二世之子）作为玉鼎门弟子与两位同门（干瘦男子、青衣女子）一同试炼。孟欢飞升明耀大世界后拜入玉鼎门，此行刻意控制实力夺得名额进入古虞界，最渴望的是找到父亲，计划得到足够宝物后请""无眼老人""推演父亲所在。",孟欢作为玉鼎门弟子登场，其寻父心愿为后续父子相认埋下关键伏笔。,52.103120759837175,0,0,0,1,0,0,1,0,1.5,0.5
飞剑问道,天仙境,10_第十篇_天仙境_大纲.md,386,5,好心帮忙,人物引入、矛盾展现,人物、冲突,秦云探索古虞界三个月，期间观察铜鼎山等危险之地。一日秦云在湖边休息时遭黑袍老者（魔道修行人）以八十魔兵（个个媲美先天金丹）围逼打劫，景玉宫三位元神境弟子陆凡（青衣男子）、虞燕（白衣女子）、俊俏少年赶到出手相助，逼退黑袍老者。秦云随后展露道之领域三十里，令三位元神境弟子吃惊。,景玉宫三位元神境弟子（陆凡、虞燕等）登场，秦云展露实力令其震惊。,52.23880597014925,0,1,0,0,0,0,0,0,1.8,0.0
飞剑问道,天仙境,10_第十篇_天仙境_大纲.md,387,6,太上一脉？,设定展开、悬念设置,伏笔、设定,秦云以一口青叶飞剑追击逃跑的黑袍老者，轻易破开其八十魔兵阵法，逼其交出一件半超品法宝价值的宝物后放行。陆凡询问秦云是否为剑仙一脉，秦云承认。陆凡推测秦云可能是太上一脉嫡传剑修，讲解道家三清（太上、元始、灵宝）及剑仙一脉为太上道祖所创的传说。秦云坦言自己修行的只是凡俗层次剑仙法门，令众人惊愕。,道家三清三脉体系及太上一脉嫡传剑修设定展开，秦云凡俗剑仙身份引发众人同情。,52.37449118046133,0,0,0,1,0,0,0,1,1.3,0.5
飞剑问道,天仙境,10_第十篇_天仙境_大纲.md,388,7,我是灵宝一脉,悟道、人物心理,修炼、情感、爽点,"陆凡详细讲解太上一脉剑修收徒极苛刻，两位金仙大能征战三界杀过数位祖魔。秦云明白自己属灵宝一脉（大昌世界灵宝道祖讲道），太上一脉不可能抢弟子，道祖传道也不可能，唯有""自创""剑仙元神境法门一条路。秦云决心自创法门，以张祖师自创神霄雷法天仙层次法门为榜样，立志先凝练元神再创天仙层次法门。随后秦云发现东方八百里外有冲天宝气，决定前往探查。",秦云断绝拜师念想，坚定自创剑仙法门的决心，为后续修行埋下重要伏笔。,52.51017639077341,0,0,0,0,0,1,1,1,1.0,0.0
飞剑问道,天仙境,10_第十篇_天仙境_大纲.md,389,8,陆凡和秦云,矛盾展现、悬念设置,伏笔、冲突,秦云抵达宝气所在群山，发现道家、魔神、龙族三方元神境分别看守此地，禁止外人进入。秦云尝试冲入被灰袍魔神拍飞，在边缘结识凡俗老者鲁游。陆凡因师妹虞燕被魔神活捉逼迫探路，独自潜入险地救人，遭到两位三重天魔神追杀。陆凡与秦云传讯联系，秦云得知虞燕被俘，表示将潜入帮忙救人。陆凡劝秦云不要送死。,三方强者围堵大宝藏，陆凡为救师妹虞燕孤身犯险，秦云决意潜入相助。,52.645861601085485,1,1,0,0,0,0,0,1,3.3000000000000003,0.8
飞剑问道,天仙境,10_第十篇_天仙境_大纲.md,390,9,飞剑出!,战斗描写、转折高潮,战斗、高潮,"秦云再次冲向群山，灰袍魔神出手阻拦，秦云以本命飞剑""烟雨剑""施展如梦剑第五式""一人独行""，一招斩杀灰袍魔神；再以如梦剑第四式""阴晴圆缺""穿梭虚空斩杀又一位二重天魔神。九位魔神死二逃四，仅剩两位一重天魔神躲在两位三重天魔神身旁。持刀三重天魔神全力一击""问天魔刀""被秦云的""周天剑光光罩""轻松挡下。在场各方势力震惊于秦云这位凡俗剑仙的恐怖实力。",秦云一招斩杀二重天魔神展露恐怖实力，震惊全场各方势力。,52.78154681139756,1,0,1,0,0,0,0,0,3.5,2.1
飞剑问道,天仙境,10_第十篇_天仙境_大纲.md,391,10,深入,环境铺陈、悬念设置,伏笔、设定,秦云无视四位魔神，沿着陆凡钻进的洞穴冲入地下巢穴。巢穴通道密布犹如巨大迷宫，秦云以道之领域、雷霆之眼、剑之天地三重手段小心探查，遭遇残存阵图激发的黑色电蛇群，以青叶飞剑的周天剑光光罩轻松抵挡。陆凡在迷宫中焦急寻找虞燕未果，秦云以雷霆之眼遥遥发现陆凡气息，主动跟了上去。,秦云深入地下巢穴（火鸦巢穴），以三重手段小心探查，追踪到陆凡。,52.91723202170964,0,0,0,0,0,0,0,1,0.4,0.0
飞剑问道,天仙境,10_第十篇_天仙境_大纲.md,392,11,救人,战斗描写、转折高潮,战斗、高潮,"秦云与陆凡会合，以雷霆之眼发现五十里外魔神们逼迫俘虏探路，虞燕在其中。秦云将本命飞剑""烟雨飞剑""交给陆凡随身携带，陆凡感激接受。陆凡冲向魔神们拼命救人，秦云操纵飞剑在关键时刻从虚空中出现，一招轰杀二重天巅峰魔神，其余四位魔神吓得立即施展大挪移令逃走。虞燕等俘虏获救，陆凡与虞燕相拥而泣。",秦云借飞剑给陆凡，一剑斩杀二重天巅峰魔神，成功救出虞燕等俘虏。,53.05291723202171,1,0,1,0,0,0,0,1,3.9,2.1
飞剑问道,天仙境,10_第十篇_天仙境_大纲.md,393,12,凑齐大半,转折高潮、情感展现,情感、高潮,陆凡与虞燕相认心意，决定出去后结为夫妻。秦云查探三位魔神遗留宝物，收获接近一件半下品灵宝，加上之前收获已达两件下品灵宝，三件下品灵宝目标凑齐大半。俘虏们感激秦云救命之恩，秦云给他们传讯令以便通知外界安全。虞燕告知两处特殊地点：巫之祭坛（擅咒术大巫尸体，靠近十丈即死）和一座无法打开的洞天。,秦云宝物收获大增，虞燕告知巫之祭坛与神秘洞天两处特殊地点。,53.18860244233379,0,0,1,1,0,0,1,0,3.9,1.8
飞剑问道,天仙境,10_第十篇_天仙境_大纲.md,394,13,洞天之内,设定展开、悬念设置,伏笔、设定,秦云给虞燕一块大挪移令，虞燕带路先看巫之祭坛（大巫尸体外放咒术可怕，秦云决定远离），再至洞天入口。秦云以烟雨飞剑强行轰破洞天大门（魔神们无法打开），进入洞天。洞天内是十里桃花林，中央有小院，雷霆之眼观看到院内有宝光（至少两件下品灵宝）及一具天仙尸体。,秦云强行轰破洞天大门进入，发现桃花林洞天内藏有宝物与天仙尸体。,53.324287652645864,0,0,0,1,0,0,0,1,1.3,0.5
飞剑问道,天仙境,10_第十篇_天仙境_大纲.md,395,14,桃树下的白袍人,战斗描写、转折高潮,战斗、高潮,秦云以青叶飞剑破桃林阵法，阵法崩溃后一株桃树化为银甲女将士（元神三重巅峰实力的护法神将）拦阻。银甲女将士施展树根围攻秦云，秦云以周天剑光光罩抵挡。银甲女将士警告秦云不可亵渎主人尸体，秦云承诺只为宝物。银甲女将士推开院门，秦云看到桃树下白袍人盘膝而坐，已死去，面前有条桌书籍画卷。,秦云破桃林阵法，遭遇护法神将银甲女将士，见到白袍人尸体。,53.45997286295794,1,1,1,1,0,0,0,0,6.200000000000001,2.6
飞剑问道,天仙境,10_第十篇_天仙境_大纲.md,396,15,蝴蝶图,设定展开、伏笔埋设,伏笔、设定,"白袍人留下临死前场景影像，自称""房荣""，天仙，来古虞界争夺""九鸦上仙""宝藏（九鸦上仙仗先天灵宝""量天尺""击败过金仙佛陀，被十巫之一""巫罗""咒杀）失败身死。房荣托秦云将来杀""鹰魔王车桀""（天妖六重天，灭其家乡）以结因果，秦云接受。房荣遗留宝物：一件中品灵宝笛子、乾坤袋及一幅""蝴蝶图""——大能所画，蝴蝶飞行轨迹蕴含天地至理。秦云观看蝴蝶图，过去参悟剑道的困惑被解开。",白袍人房荣遗留蝴蝶图等宝物，秦云受因果承诺杀鹰魔王，开始参悟蝴蝶图。,53.595658073270016,0,0,0,1,0,0,0,0,0.9,0.5
飞剑问道,天仙境,10_第十篇_天仙境_大纲.md,397,16,突破，天仙境（上）,悟道、转折高潮,修炼、高潮、爽点,秦云完全沉浸于蝴蝶图，蝴蝶飞行轨迹令其推演出上千剑招，黑暗大地则令其压抑吐血。二者一阴一阳对比强烈又完美一体，秦云感悟良多。同时外界地下巢穴深处传来巨大轰鸣，群山上空三方强者（龙族、道家、魔神）纷纷进入地下巢穴探查，凡俗们在外观望。,秦云沉浸参悟蝴蝶图收获巨大，外界三方强者因地下轰鸣纷纷进入巢穴。,53.73134328358209,0,0,1,1,1,1,0,0,4.3,2.7
